"","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","fingerprint","algorithm","picture","conclusion","typos"
"539","Yes","3.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658457441.8899,5,"e22c64e62186f1e58d11ebc58beb25bd","No","Yes","Inconclusive","Corrected"
"540","No","5 <br/> Moderately strong","2.0",31,29,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658457470.27469,3,"6281c97d9d5b3685bc7b4e224a90a0fa","No","No","NoMatch","Corrected"
"541","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658457722.06815,3,"2dca41629ca5ad559eb63e46ab3c2ce4","No","No","NoMatch","Corrected"
"542","No","5 <br/> Moderately strong","1 <br/> Not at all strong",4,0,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"4.0",NA,"Sometimes","Weakly reliable","Moderately reliable","Neither scientific nor unscientific","Yes","Erroneously convicting an innocent person",1658458080.99561,3,"0c9d0f09dd78005bb595f11edc8ca22d","No","No","NoMatch","Corrected"
"544","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",99,98,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658458996.35976,1,"64fc6fcd9b023d31f5f979319b46970c","No","No","Match","Corrected"
"545","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",99,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658458996.35976,1,"64fc6fcd9b023d31f5f979319b46970c","No","No","Match","Corrected"
"546","No","6.0","3.0",30,30,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658459470.11821,1,"671561fea0ada317af0450b3220639a9","No","No","Match","Corrected"
"547","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",95,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658459859.1267,1,"9dd5536029eff4c129493bf323db83eb","No","No","Match","Corrected"
"548","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658460848.41767,6,"d8334fb62868ea8cd814146094ae81e9","No","Yes","NoMatch","Corrected"
"549","No","1 <br/> Not at all strong","1 <br/> Not at all strong",70,70,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Never","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658461089.8197,5,"b66276bc52389e096d349711303a2e63","No","Yes","Inconclusive","Corrected"
"550","Yes","7.0","8.0",80,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658461187.65442,1,"ab5ba945f839d9f810580f0f1f114a6b","No","No","Match","Corrected"
"551","Yes","8.0","9 <br/> Extremely strong",96,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658462241.18581,1,"7246eca078ba76db07469c1b9655cec5","No","No","Match","Corrected"
"552","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658462322.38811,6,"6fab94e39f0b89bc49e67e5d7e84a2dd","No","Yes","NoMatch","Corrected"
"553","No","3.0","5 <br/> Moderately strong",10,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658493894.54227,5,"cc83891bb65923f793ddd60619bd9ca2","No","Yes","Inconclusive","Corrected"
"554","Yes","6.0","8.0",84,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658496755.45845,1,"d6780191be54690698ef59857b887e24","No","No","Match","Corrected"
"555","No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658497114.43915,3,"29bc462f27887bfbfab58ddd050509ce","No","No","NoMatch","Corrected"
"556","Yes","6.0","9 <br/> Extremely strong",90,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658497160.51719,1,"a993a873cb9e3f12661abe99da16c5b6","No","No","Match","Corrected"
"557","No","2.0","3.0",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658497319.8797,2,"155750d78866769965eed9565c1498b6","No","No","Inconclusive","Corrected"
"558","No","3.0","1 <br/> Not at all strong",7,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658498187.44753,3,"30fe9a3d66e6cbd2433c3f3d07ae4e54","No","No","NoMatch","Corrected"
"559","No","2.0","1 <br/> Not at all strong",20,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658498413.50976,5,"507fb294422a389bb32cf9dfd47c456d","No","Yes","Inconclusive","Corrected"
"560","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658498970.83195,2,"a61dc6732910e5a37b4cbc1a0764bad7","No","No","Inconclusive","Corrected"
"561","No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,20,"9mm","Moderately credible",NA,NA,"Moderately unreliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658498999.67012,2,"d78d38e3f3a1c6e4900eedb55a572dc4","No","No","Inconclusive","Corrected"
"562","No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,20,"9mm","Extremely credible",NA,NA,"Moderately unreliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658498999.67012,2,"d78d38e3f3a1c6e4900eedb55a572dc4","No","No","Inconclusive","Corrected"
"563","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,4,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658499933.27837,6,"0d5dcfba457e3b2fa9c4e940775ecc8f","No","Yes","NoMatch","Corrected"
"564","No","4.0","4.0",50,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658500585.94167,5,"439215bc0a5ba9b1a6bb39a95aafd641","No","Yes","Inconclusive","Corrected"
"565","No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely unreliable","Moderately unreliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658503690.66817,5,"17d59b1d2e740d520708e5e67ac072a1","No","Yes","Inconclusive","Corrected"
"566","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,0,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658504015.53463,2,"9280196b9a7a1359cc3924a943effe51","No","No","Inconclusive","Corrected"
"567","No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,10,"9mm","Weakly credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658504075.18198,5,"08ad2941c8432cd83ee76ce8a0e74adc","No","Yes","Inconclusive","Corrected"
"568","No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,10,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658504075.18198,5,"08ad2941c8432cd83ee76ce8a0e74adc","No","Yes","Inconclusive","Corrected"
"569","No","3.0","1 <br/> Not at all strong",35,10,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658504358.01792,6,"3327c0e2f30ff852121f737961ea0bef","No","Yes","NoMatch","Corrected"
"570","No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658504458.98614,2,"56112816c5228f8cb01d1a430557bfe8","No","No","Inconclusive","Corrected"
"571","Yes","7.0","7.0",80,80,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658505174.3377,4,"483536469ea3d3c0b5d21c7d5be7f1ea","No","Yes","Match","Corrected"
"572","No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,3,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658506057.3828,5,"4e61a98a375c6363579439f516f0be2c","No","Yes","Inconclusive","Corrected"
"573","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",96,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658506502.31571,1,"ed1994798b64760bce557e099345e695","No","No","Match","Corrected"
"574","No","3.0","2.0",15,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658506696.58531,3,"bac388e333221e35eb6f3d412b7be998","No","No","NoMatch","Corrected"
"575","Yes","9 <br/> Extremely strong","5 <br/> Moderately strong",99,93,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Never","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658506727.16575,4,"b568b8d92b3aaebe73c8f8a8c30efcb1","No","Yes","Match","Corrected"
"576","No","2.0","1 <br/> Not at all strong",8,2,"9mm","Extremely noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658507276.47544,2,"2a6709ab950c1fec6d8e2d33357af9f2","No","No","Inconclusive","Corrected"
"577","No","2.0","1 <br/> Not at all strong",8,2,"9mm","Moderately noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658507276.47544,2,"2a6709ab950c1fec6d8e2d33357af9f2","No","No","Inconclusive","Corrected"
"578","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658507318.36179,3,"733dac61e474a4a5696e0e1e22d826b3","No","No","NoMatch","Corrected"
"579","No","4.0","2.0",41,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658507383.09957,2,"b73a185cac481c39ad706036f9299875","No","No","Inconclusive","Corrected"
"580","No","1 <br/> Not at all strong","2.0",20,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658507835.40037,5,"58a8dde8c670f7fea4879fd0096294af","No","Yes","Inconclusive","Corrected"
"581","No","3.0","3.0",30,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658508005.69753,6,"e5b2e5f6ebd39de191834efa6e8be076","No","Yes","NoMatch","Corrected"
"582","No","2.0","2.0",20,20,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658508194.12271,5,"4022b4db295767a148fea483557dde58","No","Yes","Inconclusive","Corrected"
"583","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658508705.8386,5,"5de02385d7df2e7bd50d9972b34b0c76","No","Yes","Inconclusive","Corrected"
