"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"535",501,"No","2.0","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658432769.76639,3,"No","No","NoMatch","Corrected",92
"536",502,"No","3.0","5 <br/> Moderately strong",28,59,"9mm","Moderately credible",NA,NA,"Weakly unreliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658432908.97511,4,"No","Yes","Match","Corrected",103
"537",502,"No","3.0","5 <br/> Moderately strong",28,59,"9mm","Moderately credible",NA,NA,"Weakly unreliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658432908.97511,4,"No","Yes","Match","Corrected",103
"538",503,"Yes","8.0","9 <br/> Extremely strong",90,100,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658434705.40844,4,"No","Yes","Match","Corrected",61
"539",504,"No","4.0","1 <br/> Not at all strong",15,10,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658434917.97505,6,"No","Yes","NoMatch","Corrected",598
"540",505,"Yes","8.0","8.0",92,94,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658434993.64441,4,"No","Yes","Match","Corrected",508
"541",506,"Yes","8.0","9 <br/> Extremely strong",80,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658435240.67994,4,"No","Yes","Match","Corrected",131
"542",507,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658435263.49617,5,"No","Yes","Inconclusive","Corrected",31
"543",508,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658435828.43273,3,"No","No","NoMatch","Corrected",452
"544",509,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",62,50,"9mm","Extremely noncredible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658436008.29641,1,"No","No","Match","Corrected",617
"545",510,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",89,89,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658438088.72828,1,"No","No","Match","Corrected",513
"546",511,"No","8.0","8.0",90,91,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658438676.18279,4,"No","Yes","Match","Corrected",143
"547",512,"No","1 <br/> Not at all strong","3.0",30,36,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658445571.59825,2,"No","No","Inconclusive","Corrected",297
"548",513,"No","1 <br/> Not at all strong","3.0",30,36,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658445571.59825,2,"No","No","Inconclusive","Corrected",297
"549",514,"Yes","8.0","9 <br/> Extremely strong",91,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658450389.93018,4,"No","Yes","Match","Corrected",148
"550",515,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",50,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450581.56179,1,"No","No","Match","Corrected",324
"551",516,"No","2.0","2.0",4,3,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Sometimes","Neither reliable nor unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658450635.72037,6,"No","Yes","NoMatch","Corrected",477
"552",517,"No","5 <br/> Moderately strong","7.0",80,80,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658450652.14769,1,"No","No","Match","Corrected",126
"553",518,"Yes","7.0","6.0",90,90,"9mm","Moderately credible",NA,NA,"Weakly unreliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658450669.31708,2,"No","No","Inconclusive","Corrected",52
"554",519,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658450726.44366,6,"No","Yes","NoMatch","Corrected",303
"555",520,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450810.17452,2,"No","No","Inconclusive","Corrected",531
"556",521,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658450986.87474,6,"No","Yes","NoMatch","Corrected",157
"557",522,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",99,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658451280.71898,1,"No","No","Match","Corrected",186
"558",523,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Extremely reliable","Moderately unreliable","Extremely scientific","Yes","The errors are equally bad",1658452141.52822,3,"No","No","NoMatch","Corrected",478
"559",524,"No","3.0","4.0",19,23,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658452314.5649,3,"No","No","NoMatch","Corrected",568
"560",525,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658452527.62431,4,"No","Yes","Match","Corrected",459
"561",525,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658452527.62431,4,"No","Yes","Match","Corrected",459
"562",526,"No","2.0","1 <br/> Not at all strong",5,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658452934.10695,6,"No","Yes","NoMatch","Corrected",137
"563",527,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658453107.67411,5,"No","Yes","Inconclusive","Corrected",523
"564",528,"No","5 <br/> Moderately strong","8.0",30,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658453764.41504,4,"No","Yes","Match","Corrected",254
"565",528,"No","5 <br/> Moderately strong","8.0",30,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658453764.41504,4,"No","Yes","Match","Corrected",254
"566",528,"No","5 <br/> Moderately strong","8.0",30,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658453764.41504,4,"No","Yes","Match","Corrected",254
"567",529,"No","3.0","3.0",20,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658453944.37783,2,"No","No","Inconclusive","Corrected",223
"568",530,"No","2.0","1 <br/> Not at all strong",10,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658454661.28426,3,"No","No","NoMatch","Corrected",32
"569",531,"No","2.0","1 <br/> Not at all strong",10,5,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658454661.28426,3,"No","No","NoMatch","Corrected",32
"570",532,"No","5 <br/> Moderately strong","7.0",70,80,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658454749.00153,6,"No","Yes","NoMatch","Corrected",245
"571",533,"Yes","5 <br/> Moderately strong","6.0",74,76,"9mm","Extremely noncredible",NA,NA,"Moderately unreliable",NA,"Extremely unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658454970.04325,4,"No","Yes","Match","Corrected",288
"572",534,"Yes","7.0","7.0",90,80,"9mm","Weakly noncredible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Extremely reliable","Extremely scientific","Yes","The errors are equally bad",1658455477.16453,6,"No","Yes","NoMatch","Corrected",569
"573",535,"Yes","5 <br/> Moderately strong","6.0",50,60,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658455962.40283,1,"No","No","Match","Corrected",213
"574",536,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658456136.9744,4,"No","Yes","Match","Corrected",13
"575",537,"No","4.0","4.0",45,47,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Frequently","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658456580.74753,5,"No","Yes","Inconclusive","Corrected",2
"576",538,"No","8.0","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658456746.47008,6,"No","Yes","NoMatch","Corrected",69
"577",539,"Yes","3.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658457441.8899,5,"No","Yes","Inconclusive","Corrected",551
"578",540,"No","5 <br/> Moderately strong","2.0",31,29,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658457470.27469,3,"No","No","NoMatch","Corrected",236
"579",541,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658457722.06815,3,"No","No","NoMatch","Corrected",121
