"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"507",522,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",99,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658451280.71898,1,"No","No","Match","Corrected",179
"508",523,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Extremely reliable","Moderately unreliable","Extremely scientific","Yes","The errors are equally bad",1658452141.52822,3,"No","No","NoMatch","Corrected",463
"509",524,"No","3.0","4.0",19,23,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658452314.5649,3,"No","No","NoMatch","Corrected",551
"510",525,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658452527.62431,4,"No","Yes","Match","Corrected",444
"511",526,"No","2.0","1 <br/> Not at all strong",5,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658452934.10695,6,"No","Yes","NoMatch","Corrected",133
"512",527,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658453107.67411,5,"No","Yes","Inconclusive","Corrected",507
"513",528,"No","5 <br/> Moderately strong","8.0",30,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658453764.41504,4,"No","Yes","Match","Corrected",245
"514",529,"No","3.0","3.0",20,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658453944.37783,2,"No","No","Inconclusive","Corrected",215
"515",532,"No","5 <br/> Moderately strong","7.0",70,80,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658454749.00153,6,"No","Yes","NoMatch","Corrected",236
"516",533,"Yes","5 <br/> Moderately strong","6.0",74,76,"9mm","Extremely noncredible",NA,NA,"Moderately unreliable",NA,"Extremely unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658454970.04325,4,"No","Yes","Match","Corrected",279
"517",534,"Yes","7.0","7.0",90,80,"9mm","Weakly noncredible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Extremely reliable","Extremely scientific","Yes","The errors are equally bad",1658455477.16453,6,"No","Yes","NoMatch","Corrected",552
"518",535,"Yes","5 <br/> Moderately strong","6.0",50,60,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658455962.40283,1,"No","No","Match","Corrected",205
"519",536,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658456136.9744,4,"No","Yes","Match","Corrected",13
"520",537,"No","4.0","4.0",45,47,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Frequently","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658456580.74753,5,"No","Yes","Inconclusive","Corrected",2
"521",538,"No","8.0","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658456746.47008,6,"No","Yes","NoMatch","Corrected",67
"522",539,"Yes","3.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658457441.8899,5,"No","Yes","Inconclusive","Corrected",534
"523",540,"No","5 <br/> Moderately strong","2.0",31,29,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658457470.27469,3,"No","No","NoMatch","Corrected",227
"524",541,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658457722.06815,3,"No","No","NoMatch","Corrected",118
"525",542,"No","5 <br/> Moderately strong","1 <br/> Not at all strong",4,0,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"4.0",NA,"Sometimes","Weakly reliable","Moderately reliable","Neither scientific nor unscientific","Yes","Erroneously convicting an innocent person",1658458080.99561,3,"No","No","NoMatch","Corrected",34
"526",544,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",99,98,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658458996.35976,1,"No","No","Match","Corrected",233
"527",545,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",99,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658458996.35976,1,"No","No","Match","Corrected",233
"528",546,"No","6.0","3.0",30,30,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658459470.11821,1,"No","No","Match","Corrected",240
"529",547,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",95,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658459859.1267,1,"No","No","Match","Corrected",374
"530",548,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658460848.41767,6,"No","Yes","NoMatch","Corrected",520
"531",549,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",70,70,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Never","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658461089.8197,5,"No","Yes","Inconclusive","Corrected",455
"532",550,"Yes","7.0","8.0",80,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658461187.65442,1,"No","No","Match","Corrected",422
"533",551,"Yes","8.0","9 <br/> Extremely strong",96,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658462241.18581,1,"No","No","Match","Corrected",274
"534",552,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658462322.38811,6,"No","Yes","NoMatch","Corrected",266
"535",553,"No","3.0","5 <br/> Moderately strong",10,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658493894.54227,5,"No","Yes","Inconclusive","Corrected",487
"536",554,"Yes","6.0","8.0",84,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658496755.45845,1,"No","No","Match","Corrected",510
"537",555,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658497114.43915,3,"No","No","NoMatch","Corrected",106
"538",556,"Yes","6.0","9 <br/> Extremely strong",90,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658497160.51719,1,"No","No","Match","Corrected",416
"539",557,"No","2.0","3.0",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658497319.8797,2,"No","No","Inconclusive","Corrected",62
"540",558,"No","3.0","1 <br/> Not at all strong",7,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658498187.44753,3,"No","No","NoMatch","Corrected",123
"541",559,"No","2.0","1 <br/> Not at all strong",20,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658498413.50976,5,"No","Yes","Inconclusive","Corrected",186
"542",560,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658498970.83195,2,"No","No","Inconclusive","Corrected",397
"543",561,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,20,"9mm","Moderately credible",NA,NA,"Moderately unreliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658498999.67012,2,"No","No","Inconclusive","Corrected",518
"544",562,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,20,"9mm","Extremely credible",NA,NA,"Moderately unreliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658498999.67012,2,"No","No","Inconclusive","Corrected",518
"545",563,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,4,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658499933.27837,6,"No","Yes","NoMatch","Corrected",37
"546",564,"No","4.0","4.0",50,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658500585.94167,5,"No","Yes","Inconclusive","Corrected",156
"547",565,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely unreliable","Moderately unreliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658503690.66817,5,"No","Yes","Inconclusive","Corrected",66
"548",566,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,0,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658504015.53463,2,"No","No","Inconclusive","Corrected",344
"549",567,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,10,"9mm","Weakly credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658504075.18198,5,"No","Yes","Inconclusive","Corrected",21
"550",568,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",30,10,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Weakly scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658504075.18198,5,"No","Yes","Inconclusive","Corrected",21
"551",569,"No","3.0","1 <br/> Not at all strong",35,10,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658504358.01792,6,"No","Yes","NoMatch","Corrected",126
